Latitude,Longitude,Occurrence Status
-35.800477,143.881868,0
-36.36387,149.823781,1
-33.828549,150.906387,1
-35.2517,149.115,1
-32.833024,150.205023,1
-38.3066,144.339,1
-38.3502,146.124,1
-34.647941,143.181628,0
-33.141871,146.944739,0
-37.853462,143.339154,1
-35.0917,147.378,1
-33.5652,148.669,1
-37.6644,140.673,1
-34.546172,144.751106,0
-32.788491,149.202233,0
-37.537153,141.556304,0
-32.881231,147.531721,1
-38.179832,146.147023,1
-33.7848,150.76,1
-34.950702,149.705824,0
-36.8609,147.314,1
-34.476239,148.955899,0
-38.486405,143.527189,0
-37.47573,147.01123,0
-38.431613,145.64561,0
-38.1348,145.86,1
-36.511148,141.679248,0
-33.701857,150.371143,1
-37.0924,145.625,1
-34.346891,145.955756,0
-36.505274,150.054259,1
-35.792073,148.022766,0
-34.566113,145.871439,0
-35.666867,148.287232,0
-34.2583,149.886,1
-35.241097,149.168773,1
-33.6894,150.945,1
-36.527283,146.215498,1
-35.529551,144.968916,1
-35.969257,146.997804,1
-35.65741,145.805642,1
-34.320254,150.570133,1
-35.439214,150.171033,0
-38.083228,145.751963,0
-38.208923,145.080135,1
-33.3923,149.556,1
-38.4814,146.288,1
-37.070054,149.895215,1
-38.669712,145.969394,1
-37.117809,145.534339,0
-34.928299,149.236984,1
-35.8516,150.127,1
-37.470664,145.263385,1
-33.877698,151.035298,1
-36.025731,143.713658,0
-37.746554,144.726709,1
-37.835703,145.092009,1
-35.087189,149.82695,1
-36.32634,145.019051,0
-37.345722,144.136068,1
-37.6664,144.984,1
-35.004762,148.111148,1
-38.3696,146.446,1
-34.774354,150.690425,1
-35.587625,149.804521,0
-38.079239,147.067874,1
-37.807,147.63,1
-31.245,149.29,1
-37.824588,141.82538,0
-36.509206,141.09009,0
-31.274796,148.821551,0
-35.801643,148.88864,0
-34.551941,150.634809,1
-36.826212,140.995383,1
-37.2511,144.459,1
-37.8153,147.612,1
-37.87561,145.28677,1
-37.280308,144.148302,1
-37.496584,145.181744,1
-35.352898,143.552436,1
-37.048107,141.766682,0
-36.5779,146.749,1
-36.9116,149.234,1
-34.496237,150.762611,1
-34.053775,148.620419,0
-35.430874,150.397094,0
-36.795533,148.171917,1
-38.5089,146.172,1
-35.032763,149.675257,0
-37.1,144.3,1
-35.051087,149.547825,1
-35.384783,142.482505,0
-32.128111,148.700735,0
-34.187625,146.919484,0
-37.7143,145.055,1
-34.326375,146.192152,0
-33.6758,150.547,1
-37.641579,145.085831,1
-32.859219,147.512267,0
-37.265138,144.859199,1
-33.835125,150.566868,0
-33.517,149.355,1
-38.341963,145.18652,1
-33.587609,150.855088,1
-32.827238,147.600133,0
-34.017618,148.27088,0
-37.4356,144.542,1
-33.8892,150.827,1
-33.698748,150.365406,1
-37.421008,148.483212,0
-37.7633,145.287,1
-36.164804,150.123277,1
-34.957672,149.04026,1
-37.5524,145.079,1
-35.836043,143.526439,1
-35.463265,148.96963,1
-31.787487,149.443518,0
-35.025229,147.662039,0
-36.129674,147.22334,0
-37.850312,143.103657,0
-34.675678,145.171532,0
-32.881904,146.127088,0
-35.970199,142.431781,0
-34.149988,146.788715,0
-35.72376,149.952076,1
-37.062078,144.372172,1
-33.28004,146.77399,0
-37.384775,145.380606,0
-38.1998,146.049,1
-35.827045,149.696138,0
-37.491983,147.986165,0
-38.46454,145.183013,1
-35.967597,146.979131,0
-37.075381,144.501337,1
-37.406544,140.740882,0
-37.598719,145.51492,0
-36.446219,149.304317,0
-37.871429,143.197597,1
-34.38385,149.620492,0
-37.680511,144.745078,1
-37.4621,149.612,1
-37.3593,144.461,1
-33.720988,150.461488,1
-32.610433,147.670059,0
-37.9191,145.291,1
-33.5875,150.251,1
-38.6649,143.434,1
-35.885427,148.4516,1
-36.481198,143.815759,0
-34.33952,144.212217,0
-37.251346,146.642054,0
-37.8223,144.972,1
-37.9481,145.247,1
-38.021881,143.485084,1
-32.276611,148.534734,1
-37.29441,140.556756,0
-38.6662,146.264,1
-35.440007,145.977474,0
-31.651738,149.279986,0
-37.9511,144.432,1
-34.718328,145.124527,0
-36.864698,148.685166,0
-36.024527,148.45104,0
-35.461876,148.967566,1
-34.6146,150.32,1
-35.276815,147.399305,1
-37.05454,147.454894,0
-37.789693,140.650207,0
-33.814192,150.251401,1
-35.778846,149.694094,0
-36.1745,144.273129,1
-38.263075,145.057403,1
-36.1134,146.57,1
-36.757487,145.662325,0
-38.338877,144.196764,0
-38.372,144.845,1
-36.145812,146.963131,1
-35.338128,149.111275,1
-36.039571,150.007086,1
-36.009155,146.26184,1
-37.746181,145.214751,1
-38.563968,145.963031,1
-35.6245,149.421,1
-34.6095,146.372,1
-36.532427,142.827497,1
-33.061793,148.604181,0
-32.55865,149.651246,1
-35.25073,146.171132,0
-37.7154,140.721,1
-35.7593,149.288,1
-38.193743,143.828092,0
-34.8991,146.602,1
-37.6713,145.157,1
-36.054425,146.981295,1
-35.122131,149.346487,1
-36.305602,140.682086,1
-34.900856,149.944879,0
-37.939865,145.173702,1
-37.2136,143.33,1
-35.16606,148.889371,1
-36.8404,145.758,1
-37.156153,141.763881,0
-38.600189,145.871322,1
-37.401194,141.17248,0
-37.7499,148.338,1
-38.24304,145.139981,1
-34.407423,148.102439,0
-38.731258,145.986122,1
-38.417847,144.171304,1
-34.417026,145.72214,0
-36.250987,145.452498,1
-33.3204,148.861,1
-36.541143,141.449321,0
-33.225927,149.26569,0
-34.9517,150.528,1
-36.558041,145.387915,0
-34.653485,147.289853,0
-33.826304,150.997428,1
-35.359497,143.969655,1
-37.364629,148.038299,0
-36.196097,146.912807,0
-38.042267,141.528502,1
-35.537749,146.993326,0
-32.194147,148.900248,1
-36.5389,147.053,1
-35.150929,150.498653,0
-34.700955,147.426297,0
-38.431979,144.000082,0
-34.572766,150.75475,1
-35.698515,147.739066,0
-35.743,148.859,1
-35.922996,146.404341,0
-35.5849,149.436,1
-36.147568,146.877193,1
-37.759081,145.369795,1
-37.5772,144.782,1
-38.5325,143.565,1
-35.89231,148.935623,0
-36.5351,148.275,1
-36.189588,141.345658,0
-36.088038,146.926902,1
-36.4866,146.559,1
-34.42659,149.446842,0
-35.9195,150.086,1
-33.574961,148.403946,0
-38.3952,144.253,1
-33.523308,147.664892,0
-37.521139,145.964898,1
-36.65422,143.063585,0
-37.924411,145.333011,1
-31.2306,149.246,1
-33.047905,149.923494,0
-35.413409,147.81234,0
-34.077811,150.632821,0
-33.036492,147.906326,0
-33.786927,150.978909,1
-33.454328,146.79101,0
-34.244331,149.333613,0
-34.0917,151.036,1
-36.6954,146.241,1
-32.664459,149.090054,1
-34.0758,150.72,1
-33.560348,147.968644,0
-37.3148,144.135,1
-35.583215,146.134142,0
-33.96975,148.155654,0
-36.7653,149.435,1
-33.098214,149.470843,0
-36.302079,144.555196,1
-38.153413,144.308297,1
-36.448522,145.209499,0
-36.578049,142.146645,0
-37.6,141.2,1
-33.715199,149.023074,0
-37.547911,149.457402,1
-34.095467,150.370774,0
-34.4551,150.83,1
-35.429686,149.128623,1
-38.483621,145.961583,1
-37.969454,143.480078,0
-34.029775,150.809434,1
-39.043468,146.465355,1
-37.843757,145.314129,1
-36.575509,149.893798,1
-34.945487,144.956186,0
-36.458495,140.896758,0
-33.756262,150.623306,1
-32.1797,148.628,1
-36.951936,147.209588,0
-36.477427,147.749995,0
-34.944179,149.247679,1
-36.330557,149.381793,0
-36.82316,144.348445,1
-37.277554,142.410023,0
-34.825628,149.825095,1
-38.351125,145.371727,1
-33.1478,148.799,1
-36.106227,146.730818,0
-33.4451,149.529,1
-38.075714,143.800432,1
-34.216416,150.401013,0
-35.682436,150.233596,1
-35.5128,149.215,1
-38.37489,144.775068,1
-33.767582,150.175218,0
-36.042656,146.927808,0
-37.025827,142.707577,1
-33.806684,150.218895,1
-38.763031,143.543127,1
-36.687,149.849,1
-36.499,148.608,1
-30.993946,149.067769,0
-37.770913,145.557464,1
-34.934392,149.026696,0
-36.9686,144.276,1
-35.612291,149.459021,1
-37.798385,148.565145,1
-37.752075,143.957702,1
-38.130951,144.706483,1
-37.031493,145.887635,0
-36.225394,146.273172,0
-34.854234,143.828079,0
-36.106455,142.545733,0
-33.757577,150.802611,1
-36.665278,149.82457,1
-36.239127,144.753471,0
-34.074689,147.250339,0
-36.862591,147.341322,1
-38.3924,145.084,1
-36.338115,149.938205,0
-36.8,141.8,1
-34.071124,150.766272,1
-38.097741,143.23891,1
-38.523477,145.887972,0
-38.583474,146.263523,1
-38.4038,144.184,1
-38.175449,144.651122,1
-35.962143,147.580175,0
-33.3008,149.016,1
-37.313136,141.125857,0
-38.936401,146.257257,1
-32.492606,149.130862,0
-38.388807,142.478569,1
-36.858131,146.407485,0
-37.9185,147.284,1
-36.848063,142.859924,0
-36.944864,143.344227,1
-36.474864,147.348243,0
-37.179471,141.760327,0
-37.6,149.7,1
-36.930863,140.803153,0
-33.143,148.172,1
-36.645971,149.77768,1
-33.392238,146.040762,1
-37.345224,140.524447,0
-36.7951,145.481,1
-35.775,147.105137,0
-33.915392,146.352819,0
-36.1779,146.896,1
-32.272749,148.207426,0
-38.9364,146.256,1
-36.457432,143.220523,0
-37.576637,141.115317,0
-37.523369,143.862354,0
-38.006714,143.273552,1
-37.612603,143.804811,0
-36.834648,142.98532,0
-37.757897,145.182154,1
-37.083777,148.670455,0
-34.579233,150.346271,1
-36.3209,148.467,1
-37.222784,147.78723,0
-37.493195,144.582977,1
-35.785869,142.332049,0
-36.280679,141.698809,1
-32.619488,148.806932,0
-34.3679,146.568227,0
-38.389427,144.93007,1
-32.470873,148.709698,0
-36.5132,149.284,1
-36.010301,148.395628,0
-36.44,146.975,1
-35.1113,146.245,1
-32.596039,147.995205,0
-35.122613,143.755824,0
-34.23,146.031,1
-37.717618,148.389295,0
-36.553711,148.837685,1
-37.201636,150.017592,1
-36.892004,148.362456,0
-32.292384,148.717153,1
-33.846348,145.96004,0
-37.70858,147.704527,1
-36.156692,143.909918,0
-32.766233,146.746256,0
-32.062362,149.607455,0
-35.342132,144.898747,0
-34.417926,150.852763,1
-37.376264,148.091533,0
-33.6066,148.881,1
-36.234549,148.144877,0
-34.539233,150.38699,1
-34.762772,148.818799,1
-37.6087,143.588,1
-35.966597,144.763711,0
-36.894442,149.904114,1
-36.5188,148.546,1
-33.204088,148.115244,0
-37.825993,145.650391,1
-34.40203,149.528429,1
-35.968141,143.85083,0
-32.347288,148.240359,0
-34.443138,150.288696,1
-37.99335,142.551067,0
-37.144671,142.821387,1
-36.462525,149.892383,1
-37.776262,140.759887,0
-33.756348,150.623362,1
-34.3908,150.164,1
-38.173584,146.246452,1
-32.9618,149.856,1
-37.470151,143.939603,1
-35.7631,150.152,1
-38.434084,146.380569,1
-34.4713,150.373,1
-34.676535,150.803491,1
-37.535148,142.452391,0
-34.050543,151.085609,1
-36.322334,149.426946,0
-35.644684,150.095736,1
-36.229259,147.119806,0
-35.01393,150.623344,1
-33.3345,148.673,1
-38.359012,144.249017,1
-34.756337,149.848336,1
-37.6937,144.041,1
-37.057111,140.969942,0
-36.863178,146.273992,0
-37.596,144.423,1
-38.047679,142.115288,0
-33.247874,150.377978,0
-34.730723,145.995689,0
-37.692474,145.331964,1
-37.8789,145.251,1
-33.8617,150.794,1
-38.2233,146.429,1
-37.160591,141.000425,0
-37.117398,143.336281,0
-37.9996,146.968,1
-36.869071,145.029205,0
-36.838673,144.154321,1
-38.6194,146.151,1
-34.5434,150.362,1
-37.9132,145.094,1
-36.015441,149.583354,0
-33.7,149.7,1
-38.02465,145.182178,0
-36.555969,148.565971,1
-32.106977,148.278871,0
-37.783508,145.036369,1
-38.502978,146.918418,0
-37.9324,144.747,1
-37.474594,145.394608,1
-33.750366,150.858785,1
-34.749088,144.629468,0
-36.862545,144.493078,0
-37.471591,142.30454,0
-34.051147,151.025699,1
-33.816968,146.302553,0
-38.4108,145.874,1
-33.878357,150.833147,1
-37.5363,143.85,1
-36.905959,149.869805,1
-33.1871,149.52,1
-37.684773,141.653768,0
-33.7629,150.891,1
-34.8917,150.61,1
-33.97661,145.651084,0
-37.369234,144.153928,1
-37.896573,145.118636,0
-38.104496,142.434415,0
-37.441993,148.26794,0
-36.471931,144.855184,0
-33.905632,149.122581,0
-36.496363,145.007617,0
-34.801665,149.707971,0
-35.54429,147.444427,0
-33.983283,144.86719,0
-36.616568,141.230631,0
-38.461547,146.655284,0
-36.4422,146.387,1
-35.666467,150.291105,1
-37.595126,144.822319,1
-34.5486,144.492,1
-35.427571,150.358215,1
-33.830632,148.708773,1
-34.473283,147.553451,0
-36.614949,148.968765,0
-35.93649,142.300437,0
-32.9969,149.73,1
-38.151191,143.113398,0
-37.891684,143.363338,1
-34.078,150.702,1
-33.942747,150.97891,1
-37.2038,145.505,1
-38.579915,146.198231,1
-38.683717,146.219214,0
-37.55627,142.702906,0
-37.343885,144.178783,1
-35.421151,149.240612,1
-37.0558,144.448,1
-33.153708,145.860818,0
-33.626091,148.96231,0
-35.2011,149.214,1
-36.493443,147.794065,0
-36.3806,145.357,1
-37.001066,141.027348,0
-35.997618,147.143693,1
-38.36792,146.437301,1
-33.6925,150.715,1
-34.480213,150.896094,1
-34.732942,149.701772,1
-34.306293,148.52279,1
-38.191204,147.320089,0
-37.058192,146.113427,1
-36.776926,149.956099,1
-37.391186,149.217185,0
-37.5522,143.9,1
-38.22526,143.93965,1
-34.658173,149.556423,1
-34.8198,146.468,1
-34.496064,150.774883,1
-34.719037,149.330013,0
-37.59783,144.233125,1
-33.966238,150.369474,0
-37.8798,145.183,1
-35.946277,148.626597,1
-33.70148,150.935354,1
-37.548218,144.737982,1
-36.2506,144.958,1
-33.286229,149.069593,1
-37.732677,147.672859,1
-35.155594,148.899806,0
-32.4835,149.745453,0
-36.675594,145.097665,0
-33.65009,148.258303,0
-36.492446,148.27412,1
-38.0274,146.808,1
-36.03808,146.992581,1
-34.326056,145.684396,0
-35.820469,144.950463,0
-34.070536,150.840262,1
-37.221634,147.612377,1
-36.469534,144.794683,0
-31.601843,149.539764,0
-36.185625,146.982207,0
-33.769164,144.936943,0
-36.735744,146.807344,1
-36.273491,144.420754,0
-37.175364,142.418959,1
-36.838623,141.561818,0
-34.614944,144.44378,0
-37.815001,144.076695,0
-32.2841,149.753,1
-35.768758,148.890561,0
-37.807554,145.263729,1
-33.832577,147.931652,0
-33.251192,150.194997,1
-32.442642,146.889366,0
-37.092,142.432,1
-37.2,141.9,1
-33.455018,149.153332,1
-35.429802,146.1661,0
-36.953971,143.058377,0
-33.723612,150.371252,1
-35.1794,149.115,1
-38.6486,145.689,1
-37.7007,140.648,1
-33.746321,150.465081,1
-35.331196,143.563494,1
-33.574239,150.594583,0
-37.0584,149.907,1
-32.627984,147.979531,0
-37.785877,148.570798,1
-37.6859,145.09,1
-37.071828,143.745146,1
-37.102713,146.001995,1
-32.57494,149.810355,1
-34.912098,149.523705,0
-36.039987,146.984819,1
-38.5896,146.187,1
-34.557202,150.849656,1
-37.6414,145.188,1
-33.016491,148.666705,0
-31.799185,148.927213,0
-37.9532,143.374,1
-35.205962,146.891316,0
-36.89374,143.92384,0
-36.324784,149.330862,0
-37.778554,144.011381,0
-34.5542,150.265,1
-36.81701,145.162481,0
-35.6475,145.573,1
-34.4274,150.88,1
-35.196401,149.12529,1
-35.686443,147.783451,0
-35.798049,147.569276,0
-34.059223,151.129939,1
-33.08026,149.6877,1
-32.141763,147.228411,0
-31.9279,149.614,1
-32.220112,149.755871,0
-32.55937,146.511389,0
-34.944088,149.247691,1
-36.079,146.916,1
-38.3694,144.784,1
-38.137195,146.334709,1
-37.386791,146.975886,0
-34.878216,148.992457,1
-38.271638,145.152583,0
-38.251166,146.132309,0
-34.0765,150.725,1
-37.542053,143.825308,1
-36.209312,142.499824,0
-34.825719,149.825154,1
-35.707105,150.244894,1
-38.24165,146.9078,0
-38.018397,143.394365,1
-35.514916,148.922275,1
-37.806533,143.170437,0
-37.437624,144.553433,0
-37.792812,142.677855,0
-34.8688,148.811,1
-34.8499,150.576,1
-35.354003,150.375798,1
-35.1927,143.395,1
-32.019296,147.713458,0
-36.199658,149.766728,1
-37.302713,147.751844,1
-34.0182,151.07,1
-33.482749,148.415483,0
-37.148982,145.276147,1
-37.777287,149.16058,0
-38.099412,143.801679,1
-35.452955,149.116509,1
-36.6263,143.485,1
-36.998126,148.203921,0
-33.026516,146.549922,0
-38.445776,143.92623,0
-38.044352,145.374923,1
-37.11288,141.687529,0
-36.291378,144.798742,1
-36.408647,149.212939,0
-38.108782,144.075563,0
-37.394109,143.78561,0
-38.7021,145.864,1
-33.548045,150.640637,0
-37.664429,144.76206,0
-37.891767,143.363298,1
-37.139712,142.824687,0
-37.286163,144.777255,1
-34.2911,149.73607,1
-36.140453,148.934777,0
-35.239609,150.302898,1
-37.730797,149.333753,0
-35.37298,148.258302,1
-37.725284,142.717823,0
-33.782837,151.017019,1
-37.7367,145.56743,0
-37.5084,144.562,1
-36.1139,150.055,1
-35.4,150.4,1
-35.9081,150.066,1
-37.491965,148.929876,0
-38.129059,147.080975,1
-38.420384,144.843241,0
-36.712252,145.719429,0
-36.280765,143.09214,0
-38.457259,145.199967,1
-38.2193,145.074,1
-37.596797,144.237937,1
-37.069043,143.471923,0
-37.88844,141.152688,0
-32.733993,146.586261,0
-37.947898,143.307536,1
-35.171927,144.045145,1
-38.368816,144.251473,1
-37.215885,143.277289,0
-35.576,149.137,1
-34.385446,146.31245,0
-38.374933,145.985948,1
-37.893215,145.32474,1
-36.8947,145.896,1
-34.723452,145.969292,0
-35.730644,146.56378,0
-33.098993,147.190345,0
-35.358558,143.504035,0
-37.6699,140.948,1
-37.748742,145.257802,1
-37.357452,144.640764,1
-35.4004,149.199,1
-37.554795,143.823174,1
-35.264221,150.333121,1
-36.159912,140.752365,0
-38.099333,143.801554,1
-37.753547,145.350866,1
-38.212047,143.156767,1
-37.968497,143.331329,1
-37.665154,142.841664,0
-38.653389,146.211096,1
-32.175076,148.745023,0
-37.589638,144.702886,1
-34.371376,150.7248,0
-33.5384,149.723,1
-37.7325,145.161,1
-36.86613,148.943819,0
-34.496622,150.435882,1
-34.250457,150.578525,1
-34.801743,146.671662,0
-33.726631,150.341906,1
-35.977661,141.603607,0
-37.43177,144.034022,0
-37.520188,143.818705,0
-37.226349,144.705158,1
-33.6731,148.534,1
-34.1574,150.799,1
-33.755,150.74,1
-37.7093,145.026,1
-33.843479,148.025105,0
-37.4858,145.083,1
-36.790465,142.516641,0
-37.879902,147.887747,1
-38.163114,146.023047,0
-38.078433,143.267019,1
-36.719574,146.945932,1
-35.715609,148.81538,0
-37.371829,142.131847,0
-35.723018,149.237948,0
-35.541376,150.376943,1
-35.708259,148.888982,1
-37.088872,145.727853,0
-34.0179,150.838,1
-35.293172,150.416357,1
-34.7642,149.762,1
-32.259002,148.584989,1
-38.5288,143.54,1
-35.681341,148.469934,0
-33.556678,149.995378,0
-34.496574,150.776935,1
-35.0375,150.668,1
-37.2221,144.374,1
-34.007182,149.809261,0
-38.0812,145.723,1
-34.719226,146.703298,0
-37.472868,144.31994,1
-34.54,150.299,1
-33.7573,148.416,1
-36.001573,146.115132,0
-34.555201,148.426632,1
-38.481704,145.220223,1
-36.692172,148.841518,0
-35.336041,149.261119,1
-37.108001,142.401148,1
-34.462298,146.000878,0
-37.838659,145.222666,1
-36.480356,141.253695,0
-35.9,150,1
-33.442868,150.640739,1
-31.4365,149.054,1
-33.52771,150.21084,1
-33.262628,147.22979,0
-32.177,149.795,1
-33.613267,148.354662,0
-37.3935,144.112,1
-36.559534,147.640751,0
-38.6818,146.479,1
-33.713967,150.90762,1
-37.895991,140.616575,0
-37.4034,144.453,1
-36.370936,147.11809,1
-37.913879,144.747857,1
-37.128778,148.94358,0
-33.974378,145.150853,0
-33.7289,148.941,1
-36.337705,145.936818,0
-36.933466,144.927673,0
-33.71051,150.623676,1
-38.4373,145.956,1
-34.082029,147.484476,0
-37.590467,143.265227,0
-33.669198,148.897468,1
-37.8262,145.145,1
-37.052266,144.479369,0
-35.433905,149.325047,0
-34.269529,149.162283,0
-37.330706,145.736724,0
-37.80789,145.450732,1
-38.5521,143.538,1
-35.720484,146.377633,0
-34.495368,150.774851,1
-34.374544,144.433228,0
-37.90213,145.266208,1
-34.579212,150.772206,1
-36.80734,145.312834,1
-34.108166,151.038436,1
-32.468161,150.047691,0
-33.674994,149.766228,1
-35.1101,150.232,1
-36.305448,142.328694,0
-36.295027,142.342477,0
-37.952079,145.36704,1
-33.670802,146.377926,0
-37.6961,140.73,1
-33.4286,150.085,1
-34.0587,151.012,1
-37.91783,143.343926,1
-36.867776,147.264999,1
-34.481506,150.489724,1
-33.814,151.02,1
-33.512719,145.308862,0
-37.801727,145.280029,1
-37.9502,145.504,1
-33.930512,150.832156,1
-37.205547,144.48067,1
-36.401427,142.042105,0
-36.143313,140.811158,0
-36.15248,145.992828,0
-37.4035,144.453,1
-35.765931,143.494222,0
-37.5809,145.216,1
-37.476819,144.293167,1
-37.80241,148.122267,0
-36.840979,144.939491,0
-37.1,143.7,1
-37.7962,145.112,1
-34.655004,146.264468,0
-35.1794,149.116,1
-34.6177,148.402,1
-35.406,149.496,1
-36.665603,144.407205,0
-36.127703,143.532705,0
-32.670443,149.103051,0
-37.184621,144.915351,0
-37.899841,145.205975,1
-33.1278,147.561,1
-37.145303,144.169713,1
-31.28424,148.606331,0
-36.625881,143.929531,0
-34.9922,150.61,1
-35.344579,149.858595,1
-35.599191,146.82676,0
-33.0328,150.035,1
-32.513906,147.497034,0
-38.441643,143.577826,0
-38.3426,145.082,1
-34.695344,145.733815,0
-38.017972,143.456542,1
-37.9251,147.217,1
-37.807688,145.263711,1
-33.7911,148.418,1
-36.005982,144.443353,0
-33.3249,149.097,1
-37.8648,144.883,1
-37.0484,143.811,1
-37.734988,145.065961,1
-38.504854,145.616992,0
-36.8628,147.309,1
-34.8,150.6,1
-37.387278,144.320304,1
-38.3409,146.323,1
-36.121429,147.092737,1
-38.087756,145.739321,1
-37.6052,141.697,1
-35.309081,148.772293,0
-32.732208,148.970771,0
-34.122551,145.343333,0
-35.378113,149.283045,1
-33.9545,150.998,1
-36.54777,149.667813,0
-34.2,150.9,1
-35.610672,143.590357,0
-35.292,150.2,1
-37.597475,144.234512,1
-36.03259,146.910583,1
-35.882646,145.492443,1
-32.945467,149.730047,0
-37.527123,141.840711,0
-36.859042,143.53145,0
-35.8105,146.459,1
-34.496401,150.762648,1
-37.786415,145.190836,0
-35.691101,149.040478,0
-36.965586,145.166215,0
-36.681763,144.309884,1
-33.354772,149.996075,1
-33.937716,150.987592,1
-34.738159,150.609965,1
-34.186785,150.70965,1
-33.7365,150.797,1
-33.227091,147.652913,0
-36.717124,148.888127,0
-36.19992,148.141698,0
-37.952106,147.054522,1
-36.87681,149.224469,0
-36.762654,147.088073,0
-34.808284,146.13872,0
-32.77403,146.239902,0
-36.669548,149.792239,1
-34.495447,150.774952,1
-38.368781,144.981651,1
-36.040975,150.009425,1
-36.822415,146.169876,0
-38.765991,143.463285,0
-36.846,149.908,1
-36.7922,144.614,1
-36.508026,147.412927,1
-36.983828,144.500527,0
-37.407013,144.594586,1
-37.5344,145.268,1
-37.073779,141.62558,0
-37.557402,146.668179,0
-32.74123,150.042673,1
-35.402793,150.273321,0
-35.249482,144.138062,1
-35.461761,149.089367,1
-37.794,148.529,1
-32.917896,148.546506,0
-36.443831,148.548664,1
-37.0933,148.413,1
-32.634777,149.055038,0
-36.970517,147.413248,0
-33.617949,150.893597,1
-38.078374,146.3955,0
-36.991221,146.576199,0
-37.8017,144.864,1
-37.4241,144.043,1
-38.007249,145.99932,1
-34.65111,149.390664,0
-35.7523,143.934,1
-37.524687,144.74717,0
-37.212898,149.489568,0
-36.69626,146.915676,1
-34.9954,149.303,1
-33.040272,149.37257,0
-35.663751,145.768013,0
-35.363216,148.942611,0
-33.909,150.622,1
-35.536797,142.442321,0
-33.415903,150.07206,1
-38.4076,144.842,1
-36.779711,143.092034,0
-37.7926,145.387,1
-32.504557,150.032613,0
-33.949756,150.985591,0
-33.1507,145.6381,0
-36.7443,149.815,1
-37.7909,145.597,1
-34.128488,148.350918,0
-37.731923,147.677014,1
-35.712208,143.669093,0
-35.019189,145.230096,0
-36.219074,146.944411,1
-38.214165,143.001878,0
-33.896669,151.038926,0
-37.984,146.276,1
-36.102111,144.82064,1
-38.3376,144.263587,1
-37.452756,143.437818,0
-37.596259,144.239586,1
-33.7071,150.909,1
-32.888166,149.235117,1
-37.922683,144.666411,1
-36.768233,148.15795,0
-33.668611,150.828054,0
-37.005,143.754,1
-37.3538,140.695,1
-35.3141,149.191,1
-36.975651,146.937162,0
-35.337868,149.111483,1
-38.442403,146.202906,1
-35.105459,142.501936,0
-33.8802,150.743,1
-32.273205,148.584885,1
-37.210157,146.648665,1
-36.792729,147.644904,0
-37.13523,141.075011,0
-36.979614,145.912089,1
-36.168412,147.840979,0
-38.15597,141.984319,0
-33.755432,150.623371,1
-37.636682,143.871086,1
-35.038697,149.053075,0
-37.2254,144.316,1
-33.892376,147.992648,0
-35.3362,149.167,1
-37.3143,144.135,1
-37.598406,144.232888,1
-36.2177,147.172,1
-34.947068,149.258197,1
-34.514631,150.732789,0
-34.961938,146.416292,0
-36.493356,144.414694,0
-37.8863,146.216,1
-36.194,146.506203,0
-37.70668,145.531566,0
-38.179783,146.146881,1
-37.312759,144.273441,0
-35.858908,147.599251,0
-34.695868,150.852916,1
-37.71255,149.373346,0
-37.421259,140.906317,0
-35.2481,149.658,1
-38.385068,143.228948,0
-33.6405,150.803,1
-33.61,150.808,1
-31.935433,149.215828,0
-38.372467,143.285151,1
-34.04741,150.733956,1
-37.466124,147.434081,0
-37.811244,143.378135,1
-32.83278,150.196889,1
-35.60553,145.529126,0
-38.020749,143.351351,1
-38.490251,145.18939,0
-35.363728,145.111777,0
-36.1648,147.224,1
-36.26379,149.515468,1
-35.013745,150.623201,1
-36.866924,143.150228,0
-37.8322,147.608,1
-37.4885,145.197,1
-37.089946,144.600553,0
-37.937378,145.42805,1
-32.961166,146.650969,0
-37.2217,147.61263,1
-37.506151,146.348295,0
-32.529831,149.523242,0
-33.532257,150.191206,1
-33.653019,145.113436,0
-35.199796,145.174766,0
-34.1985,150.576,1
-38.041565,143.246644,1
-38.369252,144.980028,1
-35.224512,149.975786,1
-35.614475,143.620304,0
-38.122555,145.586545,0
-33.70751,150.57451,1
-33.929785,150.634186,1
-33.7013,150.58625,1
-34.893149,145.492357,0
-36.869507,144.018922,1
-35.913209,150.155544,1
-35.690615,146.954924,1
-37.9845,147.074,1
-34.7443,146.537,1
-33.723328,150.865101,1
-36.324692,145.052609,0
-32.650749,147.419194,0
-37.112015,142.356804,0
-38.135912,144.340642,0
-36.9168,147.278,1
-35.2092,146.753,1
-37.2,143.7,1
-33.468171,145.125169,0
-36.802411,149.259501,1
-37.729,140.644,1
-37.579151,147.730293,0
-36.247861,145.465703,1
-33.5093,148.582,1
-35.156664,143.430278,1
-38.4685,146.203,1
-31.70016,148.856372,0
-36.034337,146.985536,1
-37.6891,144.437,1
-34.387955,147.833114,0
-33.960022,150.968223,1
-38.635163,145.714458,1
-37.069471,145.993019,1
-34.062209,144.259012,0
-36.9429,143.935,1
-37.8319,145.435,1
-37.5061,147.841,1
-37.970249,143.391063,1
-37.555234,144.636446,0
-35.070377,145.217434,0
-37.694086,146.084884,0
-37.2073,145.032,1
-33.394996,149.389751,0
-35.185829,148.13262,1
-33.815268,150.251236,1
-33.617,150.888,1
-34.504888,148.052695,0
-38.283508,144.474132,1
-34.841336,143.942676,0
-37.53074,149.214622,0
-35.4092,149.093,1
-36.849442,143.738238,1
-32.353492,147.15631,0
-34.313,148.292,1
